Title,Artist,Link,Details
"The Bay Pilot, The River Pilot, The Stevedore, The Ganger and the Gang",Jack B. Yeats (1871-1957),https://www.themodel.ie/?artwork=the-bay-pilot-the-river-pilot-the-stevedore-the-ganger-and-the-gang-by-jack-b-yeats-1871-1957,"Date: 1900Dimensions: 8 × 11cmMedium: WatercolourCollection: Niland CollectionProvenance: Presented to Sligo County Library and Museum, 1965 by James A. Healy as a memorial to his parents John and Catherine Healy
Description:
The five separate watercolours were based on sketches of men working on the Sligo quays at the turn of the 20th century. They were exhibited in Dublin in 1900 and purchased by John Quinn in 1902. Painted on the back of invitation cards to Jack Yeats’s 1899 Sketches in the West of Ireland exhibition, the five paintings were framed together by the artist to form one complete work. They show different workers involved in the shipping business in Sligo with which Yeats was very familiar. His grandfather William Pollexfen was the owner of a large merchant shipping concern in the town and Yeats spent much of his childhood in the company of his grandfather’s employees.
The paintings depict the bay pilot, who surveys the view with binoculars in hand, and the river pilot with peaked cap whose job was to guide the ships up the inlet of the sea at Rosses Point into Sligo town. The three other figures, the stevedore, the ganger and the gand are involved in the loading and unloading of the ships’ cargo. All these figures recur in Yeats’s later work but the most significant is the river pilot whose distinctive beard, cap and white shirt reappear in many later paintings.
Written by Roisin Kennedy"
The Car is at the Door,Jack B. Yeats (1871-1957),https://www.themodel.ie/?artwork=the-car-is-at-the-door-by-jack-b-yeats-1871-1957,"Date: 1904Dimensions: 21.5 × 53.5cmMedium: WatercolourProvenance: Presented to Sligo County Library and Museum in 1965 by James A. Healy as a memorial to his parents John and Catherine Healy.
This work was exhibited in a one-man show of Jack Yeats’s paintings in New York in 1904 and acquired by John Quinn. It was subsequently presented to Sligo by James A. Healy.
Written by Roisin Kennedy"
The Crest of the Hill,Jack B. Yeats (1871-1957),https://www.themodel.ie/?artwork=the-crest-of-the-hill-by-jack-b-yeats-1871-1957,"Date: 1904Dimensions: 53.5 × 73cmMedium: WatercolourCollection: Niland CollectionProvenance: Presented to Sligo County Library and Museum, 1965 by James A. Healy as a memorial to his parents John and Catherine Healy.
Description:
When shown in New York in 1904, the occasion of the artist’s only visit to the United States, the New York Times described the painting as ‘An Irish farmer on horseback resting with his feet out of stirrups as he reaches for his pipe during the wait in a fox hunt’. Certainly the figure seems to be taking a rest and surveying the scene around him although there is no suggestion of other figures or the excitement and noise of a hunt.
The low viewpoint looking up at the large figure of the man and his mount, adds to the dignity and authority of the farmer. Beneath him extends an expanse of open countryside leading to the sea with mountains dominating the horizon. The boggy, rocky ground on which the horse stands, is richly coloured in blues, greens, browns and purples. The enormous attention given to the sky which takes up four fifths of the composition lends an exotic note to the painting, suggesting the strangeness of the locality in which the farmer lives, right at the edge of the land.
Written by Roisin Kennedy"
The Funeral of Harry Boland,Jack B. Yeats (1871-1957),https://www.themodel.ie/?artwork=the-funeral-of-harry-boland-by-jack-b-yeats-1871-1957,"Date: 1922Dimensions: 91.5 × 61cmMedium: Oil on canvasCollection: The Niland CollectionProvenance: Purchased by public subscription from the Capuchin Annual in 1962
Description:
This view of the funeral of republican, Harry Boland (1884-1922) was, according to Jack B. Yeats, the only visual record of the event. Cameras were confiscated at the gates of the cemetery. Boland, a former close friend of Michael Collins, died while trying to avoid arrest in Dublin in 1922. He had openly opposed the treaty and his death was a pivotal moment in the Irish Civil War.
Yeats shows the burial scene at Glasnevin Cemetery in Dublin with the O’Connell Monument dominating the background. While the earth from the freshly dug grave is evident in its bluish colour, Yeats’s focus is the crowd of onlookers rather than the coffin or body of Boland. Prominent male republicans including a group holding rifles, stand close to the flower strewn plot. Female figures in black mourning stand behind them. Beside them flanking the grave are members of Cuman na mBan, carrying wreaths of flowers. The tension of these regimented groups of figures is relieved by the two onlookers in the left hand foreground who appear to chat and comment on the scene in an informal manner. The work was exhibited at the RHA in 1923 under the title ‘A Funeral’ but was not mentioned in reviews. Later in 1942 Thomas MacGreevy drew public attention to the painting in an illustrated article in the widely read Capuchin Annual. He argued that ‘Yeats had risen to the full height of the heroic in art’ and that the work ‘had lifted the contemporary scene on to the plane of historical painting’ (1).(1) T. MacGreevy, ‘Three Historical Paintings by Jack B. Yeats’, Capuchin Annual 1942, pp.238-51.
Written by Roisin Kennedy"
The Gathering,Maurice MacGonigal PRHA (1900 – 1979),https://www.themodel.ie/?artwork=the-gathering-by-maurice-macgonigal-prha-1900-1979,"Date: N.D.Dimensions: 59.5 × 77cmMedium: OilsCollection: Niland CollectionProvenance: Purchased in 1969
Description:
Like his friend Seán Keating, Maurice MacGonigal was an academically trained artist who had strong links to the Royal Hibernian Academy and was not afraid to express his distaste for new ideas which he felt undermined tradition.
In 1969, the year that this painting was acquired by the Model and Niland, MacGonigal resigned from his position as the Professor of Painting at the National College of Art.His decision was the result of the students’ revolt against the conservatism of the curriculum which he believed eroded ‘the professional authority of the college’. In the same year, he strongly criticised the Irish Government on the tax-free concessions that it was offering to artists, arguing that such plans would fill Ireland with the ‘art parasites of Europe’.
Despite his reactionary views on the art world, MacGonigal’s late work displays the effects of artistic experimentation. In paintings such as The Gathering, the expressive brush strokes create a sense of animation and rhythm that is at odds with his earlier realist style. While still drawing inspiration from the landscape and people of the west, during the last decade of his life, MacGonigal used a new expressive aesthetic to reinvigorate his familiar subject matter.
Written by Riann Coulter"
The Great Breath,Marie Foley (b.1959),https://www.themodel.ie/?artwork=the-great-breath-by-marie-foley-b-1959,"Date: 1997Dimensions: 300 × 1420cmMedium: Sycamore, yew, porcelainCollection: Graeve CollectionProvenance: Acquired from the artist by Jobst Graeve"
The Hell Fire Club from Tibradden,Louis le Brocquy (1916 – 2012),https://www.themodel.ie/?artwork=the-hell-fire-club-from-tibradden-by-louis-le-brocquy-1916-2012,"Date: 1946Dimensions: 24.25 × 17.25cmMedium: Watercolour on paperCollection: Niland CollectionProvenance: Josephine C. Healy Collection, donated by James A. Healy to Sligo Corporation in 1975
Description:
This early watercolour shows a view of the hill of Mountpellier, seen from Tibradden in south county Dublin.
Visible on the summit are the large ruins of the Hell Fire Club, an 18th century sporting lodge, which subsequently developed a notorious reputation for gambling and carousing.
Painted just after the Second World War, when le Brocquy was about to embark on a career in London, the painting reveals his knowledge of contemporary British art. The dark tones most evident in the foreground and the subject matter are influenced by the neo-romanticist movement. A number of artists associated with this style, most notably John Piper, exhibited in Dublin during the war.
The isolation of these years when continental Europe was inaccessible encouraged more modernist artists like le Brocquy to find their subjects within Ireland. Here the artist presents the landscape in terms of simple geometric forms which ultimately derive from cubism.
The low viewpoint accentuates the large scale of the mountain and the dark ambiguous forms of the trees transform the landscape into something strange and unfamiliar.
Written by Roisin Kennedy"
The Metal Man,Jack B. Yeats (1871-1957),https://www.themodel.ie/?artwork=the-metal-man-by-jack-b-yeats-1871-1957,"Date: c. 1895Dimensions: 25.5 × 16.5cmMedium: WatercolourCollection: Niland CollectionProvenance: Purchased by Dawson Gallery, Dublin in 1966
Description:
The Metal Man stands on a plinth at the mouth of the harbour at Rosses Point, Co. Sligo. It was erected in Napoleonic times as is evident from its distinctive costume. Its purpose was to guide ships into the safe channel. The extended arm of the Metal Man shows the way. This very early watercolour gives a close-up view of the monument as though sketched from the sea immediately beneath. The Metal Man recurs in several subsequent paintings and drawings by Yeats, most notably as an illustration in his book, Life in the West of Ireland, (1912). The much-loved figure symbolised both childhood memories of Sligo and the adventure of the sea-faring life.
Written by Roisin Kennedy"
The Road,Seán McSweeney (1935 - 2018),https://www.themodel.ie/?artwork=the-road-by-sean-mcsweeney-1935-2018,"Date: 1965Dimensions: 120 × 100cmMedium: Oil on canvasCollection: Niland CollectionProvenance: Purchased in 1969
Description:
Sean McSweeney moved to Sligo in the 1980s when his work has become synonymous with the county. His mother came from Ballyconnell in Co.Sligo and McSweeney spent his childhood holidays there. His present studio is in the former schoolhouse where his mother attended classes. Thus the locality in which the artist lives and works and which he paints has very strong personal associations.
The Road is a relatively early work which predates the artist’s move to the West. It was painted while he was living in Wicklow, close to Dublin where McSweeney grew up and became an artist. Largely self-taught like many of the leading Irish painters of his generation, McSweeney learnt about art from looking at the paintings of Paul Henry and Jack Yeats in public collections. His work also shows his awareness of international post-war painting. It reflects his willingness to experiment with colour and form and to develop a strong personal style which is inspired by landscape. Roadways and bogholes – evidence of man’s interference and man’s presence in the land form the focus of many of McSweeney’s paintings. In this work a roadway leads up a steep mountain side where it appears like a cascade of colour incapable of penetrating the summit. The act of painting the landscape has transformed it into a luminous almost abstract image. The use of different brushstrokes and techniques of applying the paint are evident, creating a richly textured surface. Colours have been multilayered revealing sudden contrasts of tone. McSweeney’s relationship to the landscape is ultimately a romantic one in which he struggles and succeeds in capturing its essence through paint.
Written by Roisin Kennedy"
The Sea and the Lighthouse,Jack B. Yeats (1871-1957),https://www.themodel.ie/?artwork=the-sea-and-the-lighthouse-by-jack-b-yeats-1871-1957,"Date: 1947Dimensions: 53.5 × 35.5cmMedium: Oil on canvasCollection: Niland CollectionProvenance: Presented by the Friends of the National Collections of Ireland to Sligo County Library and Museum in 1965.
Description:
The artist depicts himself standing at Rosses Point, Co. Sligo, looking out towards the sea. The darkened sky is lit up by a beacon of yellow and white light emanating from an unseen lighthouse to the right of the composition. Most of the painting is taken up by the deep blue of the night sky dominated by a dark cloud. This is contrasted by the grey-white surface of the road and the crashing waves, and by the bright colour of the surrounding vegetation. The man stands, hat in hand, in awe of the power of the natural world. The work, which was painted while Yeats’s wife of more than fifty years was dying, has been read as a metaphor for the artist’s grief. Like many of his later paintings he sets himself or the human figure against the magnitude of creation.
Written by Roisin Kennedy"
The Sower,George William Russell (AE) (1867-1935),https://www.themodel.ie/?artwork=the-sower-by-george-william-russell-ae-1867-1935,"Date: N.D.Dimensions: 47 × 62cmMedium: Oil on boardCollection: Niland CollectionProvenance: Presented by James A Healy, 1966 (John & Catherine Healy Memorial Collection)"
The Stargazer,Jack B. Yeats (1871-1957),https://www.themodel.ie/?artwork=the-stargazer-by-jack-b-yeats-1871-1957,"Date: 1900Dimensions: 46 × 30.5cmMedium: WatercolourCollection: Niland CollectionProvenance: Bought by Sligo County Library and Museum from the Capuchin Annual in 1962.
Description:
Yeats transforms an image of a jockey on horseback into a poignant and poetic idea in this early watercolour. The cut-off composition emphasises the strength of the horse whose powerful head and neck is raised up as he moves along. The jockey, who keeps a firm grip on the reins, is presented as a shadowy but skilful figure. The left-hand side of the composition is devoted to an open view of the landscape. Knocknarea can be seen in the distance beyond the purple of the roadway and the evening lights of the cottages.
The title, Stargazer, refers to the way in which the horse and man are concerned with the evening sky rather than the road ahead. Their connection to their surroundings is therefore far from mundane. Yeats introduces a mystical element in which the rider’s interest in the celestial sphere transcends ordinary experience. The painting was shown in one of Yeats’s earliest Sketches from Life in the West of Ireland exhibitions in Dublin in 1900. Its composition was misread by at least one reviewer who felt the country racer carried the head abnormally high (1). But the painting’s ability to inject metaphysical ideas into depictions of rural Irish life was of enormous significance to Irish visual art of this period.
(1) The Nation, 1900, undated cutting, Yeats Archive, National Gallery of Ireland.
Written by Roisin Kennedy"
"The Strand Races, West Of Ireland",Jack B. Yeats (1871-1957),https://www.themodel.ie/?artwork=the-strand-races-west-of-ireland-by-jack-b-yeats-1871-1957,"Date: 1895Medium: Watercolour and pencilCollection: Niland CollectionProvenance: On loan from Dick Chambers, Rathedmond, Sligo."
"The Táin, Cúchulainn mounting into his chariot",Louis le Brocquy (1916 – 2012),https://www.themodel.ie/?artwork=the-tain-cuchulainn-mounting-into-his-chariot-by-louis-le-brocquy-1916-2012,"Date: c. 1969Dimensions: 54 × 38cmMedium: Lithograph on swiftbrook paperCollection: Niland CollectionProvenance: Edition of 70 proofs. Purchased in 1970
Description:
The original Táin published by Dolmen Press in 1969 was applauded as being the great Irish livre d’artiste of the twentieth century comprises 123 illustrations. The same year, the artist produced The Táin portfolios (1969) consisting of three sets of twelve black and white lithographic brush drawings selected from the Táin and grouped by theme. In total, 36 sheets plus five ‘Individual Subjects’ and four chromo-lithographic ‘Epic Shields’ separate.
The Táin portfolios consist of limited editions of 70 proofs each sheet individually signed, dated and numbered by the artist including portfolio numbers (I, II, & III).
Printed by Frank O’Reilly, Dublin, on Swiftbrook paper, each 54 × 38 (38 × 54) cm. Large folios, unbound with title pages and black interleaves. Boxed by Museum Bookbinders, Dublin, black boards stamped in white in a design by the artist.
The Niland house in its collection 15 lithographs out of the 45 that make up The Táin portfolios."
"The Táin, Lion",Louis le Brocquy (1916 – 2012),https://www.themodel.ie/?artwork=the-tain-lion-by-louis-le-brocquy-1916-2012,"Date: 1969Dimensions: 54 × 38cmMedium: Lithograph on swiftbrook paperCollection: Niland CollectionProvenance: Edition of 70 proofs Purchased in 1970
Description:
The original Táin published by Dolmen Press in 1969 was applauded as being the great Irish livre d’artiste of the twentieth century comprises 123 illustrations. The same year, the artist produced The Táin portfolios (1969) consisting of three sets of twelve black and white lithographic brush drawings selected from the Táin and grouped by theme. In total, 36 sheets plus five ‘Individual Subjects’ and four chromo-lithographic ‘Epic Shields’ separate.
The Táin portfolios consist of limited editions of 70 proofs each sheet individually signed, dated and numbered by the artist including portfolio numbers (I, II, & III).
Printed by Frank O’Reilly, Dublin, on Swiftbrook paper, each 54 × 38 (38 × 54) cm. Large folios, unbound with title pages and black interleaves. Boxed by Museum Bookbinders, Dublin, black boards stamped in white in a design by the artist.
The Niland house in its collection 15 lithographs out of the 45 that make up The Táin portfolios."
"The Táin, Mare & Foals",Louis le Brocquy (1916 – 2012),https://www.themodel.ie/?artwork=the-tain-mare-foals-by-louis-le-brocquy-1916-2012,"Date: 1969Dimensions: 54 × 38cmMedium: Lithograph on swiftbrook paperCollection: Niland CollectionProvenance: Edition of 70 proofs Purchased in 1970
Description:
The original Táin published by Dolmen Press in 1969 was applauded as being the great Irish livre d’artiste of the twentieth century comprises 123 illustrations. The same year, the artist produced The Táin portfolios (1969) consisting of three sets of twelve black and white lithographic brush drawings selected from the Táin and grouped by theme. In total, 36 sheets plus five ‘Individual Subjects’ and four chromo-lithographic ‘Epic Shields’ separate.
The Táin portfolios consist of limited editions of 70 proofs each sheet individually signed, dated and numbered by the artist including portfolio numbers (I, II, & III).
Printed by Frank O’Reilly, Dublin, on Swiftbrook paper, each 54 × 38 (38 × 54) cm. Large folios, unbound with title pages and black interleaves. Boxed by Museum Bookbinders, Dublin, black boards stamped in white in a design by the artist.
The Niland house in its collection 15 lithographs out of the 45 that make up The Táin portfolios."
The Toy Theatre,Jack B. Yeats (1871-1957),https://www.themodel.ie/?artwork=the-toy-theatre-by-jack-b-yeats-1871-1957,"Date: c. 1910Dimensions: 27 × 37.5cmMedium: WatercolourCollection: The Niland CollectionProvenance: Purchased by Sligo County Library and Museum from Dawson Gallery, 1964
Description:
A young boy in an old fashioned costume is playing with a cut-out theatre. His youth is accentuated by his having to stand on a stool to comfortably reach up to the table. The theatre is like the ones that Jack Yeats designed and made in the early 1900s to entertain the local children in Devon where he was living at the time. A number of these plays were published and they feature similar stories of pirates and hidden treasure as seen in the one in this painting. Yeats had an abiding passion for the theatre especially for melodrama.
Behind the boy, through the window, can be seen a large house and beyond it a ship at anchor. This setting has been identified as Sligo where Jack Yeats would have spent many hours as a child playing in this solitary fashion with his mind full of the sea and nautical adventures. His grandfather, William Pollexfen, ran a shipping business in the town and Yeats seems in this painting to deliberately juxtapose the imagination of the child with the reality of the adult world beyond the playroom window.
The Toy Theatre painting has previously inspired one of our primary school collaboration programs (The Toy Theatre Primary Schools Programme). Young students from a variety of local primary schools were invited to take part, and with the help of some resources from “The Model” they were able to build their own small theatrical stages to perform and record a series of puppet shows that they wrote and directed themselves. You can view a showcase of the work they produced by clicking the linkhere.
Written by Roisin Kennedy"
To Measure the Immeasurable,Marie Foley (b.1959),https://www.themodel.ie/?artwork=to-measure-the-immeasurable-by-marie-foley-b-1959,"Date: 1992Dimensions: 600 × 150 × 150cmMedium: Slate, porcelain, bog oakCollection: Graeve CollectionProvenance: Acquired by Jobst Graeve from Project Arts Centre, Dublin 1989"
Turf Gatherer,Sean Keating PRHA (1889 -1977),https://www.themodel.ie/?artwork=turf-gatherer-by-sean-keating-prha-1889-1977,"Date: N.D.Dimensions: 74 × 62cmMedium: Oil on canvasCollection: Niland CollectionProvenance: Presented by James A Healy, 1975 (Josephine C Healy Memorial Collection)
Description:
As Professor of Painting at the Metropolitan School of Art from 1937–1954, and President of the Royal Hibernian Academy from 1949–1962, Seán Keating exerted a strong hold over the Irish art establishment. His traditional views on painting and subject matter were partly fuelled by his conviction that Irish art should record both the culture and the traditions of the west, and the national struggle for independence.
In works such as Turf-Gatherer, Keating celebrated a way of life that was unique to the west of Ireland and depicted those who maintained it as noble figures deeply connected to the local landscape. Despite his respect for tradition, Keating was not opposed to progress. During the 1920s he was commissioned by the Electricity Supply Board to record the construction of the Ardnacrusha hydroelectric power station on the River Shannon and in the 1940s. He also documented a similar project on the Liffey. In the resulting paintings, engineers and work men are depicted with the same respect and sense of purpose as this weather-worn turf-gatherer.
A pastel preparatory drawing for this work was acquired by the Belfast artist, Theo Gracey in 1939, which may suggest that the finished work dates to this period.
Written by Riann Coulter"
Untitled,Kathy Prendergast (b.1958),https://www.themodel.ie/?artwork=untitled-by-kathy-prendergast-b-1958,"Date: 1985Medium: WatercolourCollection: Niland CollectionProvenance: Donated by Vincent Ferguson in 2006
Description:
This artwork is part of a group of paintings, dating to an early part of Prendergast’s career, which reveal her interest in two major themes – the body and the landscape. This delicate watercolour combines paint with gold-leaf and shows distorted female forms emerging from the land. The rich bronze colour evokes the boggy landscape of much of Ireland out of which preserved human remains have often been recovered. The rich symbolism of the land as a receptacle for the human body has been most famously commemorated in the poetry of Seamus Heaney. The gold leaf, reminiscent of ancient gold of the bronze and the Celtic iron age, when the bog was considered sacred, enriches the archaeological associations of Prendergast’s work. In her subsequent treatment of the theme she was to develop an analytical approach using mapping and cartography as metaphors for plotting the complex relationship between humanity and the landscape.
The painting was presented to Sligo by Vincent Ferguson, an important collector of contemporary Irish art. An early admirer of Prendergast’s work, he acquired this at her MA degree show at the National College of Art and Design in the mid 1980s.
Written by Roisin Kennedy"
Untitled,Constance Gore-Booth (1868–1927),https://www.themodel.ie/?artwork=untitled-by-constance-gore-booth-1868-1927,Date: N.D.Dimensions: 17.5 × 12cmMedium: Oil on boardCollection: Niland CollectionProvenance: Unknown
"Untitled (Holloway Jail, 1919)",Constance Gore-Booth (1868–1927),https://www.themodel.ie/?artwork=untitled-holloway-jail-1919-by-constance-gore-booth-1868-1927,"Date: 1919Medium: Watercolour on paperCollection: Niland CollectionProvenance: Donated by Desmond Duncan, 2004
Description:
A Suffragette and a fervent campaigner for women’s rights, Constance Gore-Booth or Countess Markievicz as she was later known, is best remembered for her role in the Easter Rising where she was a leading member of the Irish Citizen’s Army. Although she was condemned to death in 1916 her gender resulted in the sentence being commuted to penal servitude for life and, after spending periods in Aylesbury and Holloway jails, she was released. During her confinement, Gore-Booth’s sister, Eva, supplied her with art materials which allowed her to complete a number of drawings and watercolours including this work on a mythical theme. Representing three riders on horse back with Celtic knot work on their robes and bridles, this delicate work may have been inspired by myths about the ancient race of the Fianna.
Gore-Booth was later to become the first woman to be elected to the British Parliament, but complying with Sinn Féin’s policy, she refused to take her seat. She was also a member of the first Dáil Éireann, where she was appointed Minister for Labour, and later joined de Valera’s Fianna Fáil party.
Written by Riann Coulter"
"Untitled, Interior of a shop",Jack B. Yeats (1871-1957),https://www.themodel.ie/?artwork=untitled-the-interior-of-a-shop-by-jack-b-yeats-1871-1957,"Date: c. 1905Dimensions: 29 × 23.5cmMedium: Pen and inkCollection: Niland CollectionProvenance: Purchased from the Dawson Gallery in 1970
Description:
Jack B. Yeats recognized the central role of the shop in Irish country life. His 1912 book Life in the West of Ireland featured an illustration entitled, The Country Shop, showing a rather formidable shopkeeper, Mrs. Jordan going over the accounts with a customer in the interior of a shop. This was based on a sketch made in Belmullet, Co. Mayo in 1905 when Yeats traveled through the West with J.M. Synge.
Interior of a Shop dates to the same period. It may have been intended to illustrate Synge’s articles on the Congested Districts Board which were published in the Manchester Guardian in 1905 (1). One of remedies promoted by the Board for the overcrowding and poverty of the West was emigration. A poster on the wall of the shop, behind the shopkeeper, advertises a shipping line to America. A sack in the lower right is emblazoned with an official American stamp and eagle. A large travelling trunk is propped up against this. The shopkeeper has his ledger on the counter in front of him, a crucial piece of equipment in which all his costumers’ accounts are carefully noted. The man is engrossed in reading a note, perhaps a letter from a relative who has gone to America.
(1) H. Pyle, The Different Worlds of Jack B. Yeats, Irish Academic Press, 1994, p.309.
Written by Roisin Kennedy"
White Shower,Jack B. Yeats (1871-1957),https://www.themodel.ie/?artwork=white-shower-by-jack-b-yeats-1871-1957,"Date: 1928Dimensions: 60 × 44.5cmMedium: Oil on canvasCollection: Niland CollectionProvenance: Presented by James A. Healy in New York to Sligo County Library and Museum. In memory of his parents, John and Catherine Healy, 1965.
Description:
Painted in the artist’s late expressionistic style in which Yeats was just beginning to work, the painting conveys his powers of observation and insight into human nature. Two young women sit beneath a thorn tree, while a horseman stops to greet them. Behind the figures to the right, a squalling shower painted in yellow and cream, obscures the blue summer sky.
The women’s reaction to the passerby is subtly delineated. The dark haired woman looks directly at the man while her companion, with downcast eyes, appears to be shy. The thorn tree is used as a dramatic device which connects the two very different halves of the composition. On the right the women are seated on a grassy bank with a lush landscape extending behind them that suggests a feminine domain. The left hand side with the man and horse on the stony roadway silhouetted against a blue sky is much more austere and masculine. At a more basic level the painting refers to the constantly changing weather of the West of Ireland and of the companionship of the open road where people stop to chat and greet each other.
Written by Roisin Kennedy"
William and Mary,Sean Keating PRHA (1889 -1977),https://www.themodel.ie/?artwork=william-and-mary-by-sean-keating-prha-1889-1977,"Date: N.D.Dimensions: 63 × 55.5cmMedium: Pastel on paperCollection: Niland CollectionProvenance: Presented by Haverty Trust
Description:
Keating’s first visit to the Aran Islands in 1914 had a deep impact on his life and art.
He concluded that the essence of Irishness resided in the inhabitants of the west and in works such as William and Mary he elevated country folk to native nobility.
Although many of his representations of western figures appear to be types rather than individuals, he did use his friends and acquaintances as models and sometimes recycled faces in a number of different works. The model for William in this piece also appears in a pastel sketch known as Two Men with Wine Goblets and has been identified as a rather caricatured portrait of Michael P. Cronin of Dromscarra, Kiskeam, Co. Cork, who also sat for Keating’s Republican Court, 1921, painted in 1946.
This work was presented to the Model and Niland Collection by the Haverty Trust which was established to encourage Irish art by purchasing works and donating them to public institutions. The Trust made its first purchases in 1930 and, as they usually bought contemporary work, William and Mary is likely to date from after that date and may have been produced around 1946 when Keating was working on Republican Court, 1921.
Written by Riann Coulter"
Woman in Riding Habit,Estella Solomons (1882-1968),https://www.themodel.ie/?artwork=woman-in-riding-habit-by-estella-solomons-1882-1968,"Date: N.D.Dimensions: 51 × 91.5cmMedium: Oil on canvasProvenance: Bequest of Ms K Goodfellow, 1980
Born into a Dublin Jewish family, Estella Solomons studied under William Orpen at the Metropolitan School of Art, with Walter Osborne at the Royal Hibernian Schools and at the Chelsea School of Art. After periods in Paris and Amsterdam she returned to Dublin and set up a studio on Great Brunswick Street (now Pearse Street) that soon became a meeting place for artists, writers and politicians including her friends George Russell, Francis Beckett and Dorothy and Beatrice Elvery.
Solomons was a sensitive portraitist and an accomplished etcher and landscape painter who often took Dublin, Donegal and Kerry as her subjects. She produced images of many of her artistic circle including Russell, A.J. Levanthal, James Stephens and Jack B. Yeats as well as public figures such as Arthur Griffith and Horace Plunkett. A committed nationalist and member of Cumann na mBan, she is also believed to have produced portraits of fugitives of the Rising and Civil War whom she sheltered in her city centre studio.
The subject of this portrait is not known but the riding paraphernalia suggests the influence of Orpen’s much more elaborate portrait Gardenia St. George with Riding Crop."
Wood Nymph,Henri Fantin-Latour (1836 – 1904),https://www.themodel.ie/?artwork=wood-nymph-by-henri-fantin-latour-1836-1904,"Date: N.D.Dimensions: 22.5 × 12.25cmMedium: Oil on canvasCollection: Niland CollectionProvenance: Presented by James A Healy, 1975 (Josephine C. Healy Memorial Collection)
Description
While some of his symbolist works relate to famous works of classical music, including Wagner’s opera Das Rheingold, others, such as Wood Nymph, depict female nudes in natural settings and appear to have few specific mythological references.
In Greek mythology nymphs were minor nature goddesses who appeared as beautiful maidens and usually inhabited the sea, rivers, woods or trees.
Throughout history artists have used mythological themes as an excuse to paint the female nude. Created using thin glazes of paint, this atmospheric image of reclining nude in a woodland setting fits into this genre.
Written by Riann Coulter"
